,maze,steps,maze_final_binary,maze_final_decimal,center_agent,flag_1,flag_2
0,111,2,0000100010,34,S,1,10
0,112,6,1110101010,938,A,10,0
0,113,5,1110111110,958,B,17,7
0,114,6,1001100010,610,C,0,16
0,115,5,1000000011,515,D,6,14
0,116,4,1111110101,1013,S,11,1
0,117,5,0011011111,223,A,10,0
0,118,4,0111111010,506,B,10,0
0,119,5,1001010100,596,C,19,9
0,120,4,1000011111,543,D,16,6
0,121,7,1000010011,531,S,0,10
0,122,5,1010001110,654,A,10,0
0,123,5,1110000001,897,B,0,17
0,124,5,0101100001,353,C,10,0
0,125,4,1000000011,515,D,6,13
0,126,5,0110111111,447,S,14,4
0,127,4,1001111101,637,A,10,0
0,128,1,0000000000,0,B,12,2
0,129,3,0000010100,20,C,1,11
0,130,5,0100000101,261,D,5,12
0,131,5,1101111101,893,S,16,6
0,132,3,1010000000,640,A,19,9
0,133,5,0011010110,214,B,11,1
0,134,5,0001010100,84,C,1,18
0,135,7,0001001001,73,D,18,8
0,136,4,1111011100,988,S,10,0
0,137,5,0001111011,123,A,0,10
0,138,6,1111011011,987,B,11,1
0,139,9,1111000010,962,C,11,1
0,140,5,0110000001,385,D,15,5
0,141,1,0000100000,32,S,2,10
0,142,5,1011111110,766,A,10,0
0,143,4,0100101010,298,B,12,2
0,144,6,0100100101,293,C,4,10
0,145,4,1110000111,903,D,17,7
0,146,4,1101010100,852,S,2,10
0,147,5,1110000001,897,A,0,14
0,148,5,1011110101,757,B,17,7
0,149,8,1000011100,540,C,6,10
0,150,4,0101010100,340,D,16,6
0,151,9,1101101111,879,S,10,0
0,152,3,0001000010,66,A,0,10
0,153,6,1000010011,531,B,6,11
0,154,3,1001000010,578,C,0,16
0,155,4,1001100110,614,D,12,2
0,156,4,0101010100,340,S,0,12
0,157,4,1111101010,1002,A,11,1
0,158,2,1001001001,585,B,16,6
0,159,4,0101010100,340,C,1,10
0,160,4,0010111100,188,D,13,3
0,161,5,1010001101,653,S,14,4
0,162,6,0100101010,298,A,2,12
0,163,5,0010111000,184,B,17,7
0,164,7,0011000001,193,C,5,14
0,165,5,0010000110,134,D,14,4
0,166,7,1001100010,610,S,1,12
0,167,5,0110110100,436,A,12,2
0,168,5,1000010011,531,B,7,10
0,169,6,1001111111,639,C,10,0
0,170,4,1001000010,578,D,14,4
0,171,5,1101101101,877,S,15,5
0,172,4,0101010100,340,A,12,2
0,173,5,0111010100,468,B,13,3
0,174,7,1101011011,859,C,15,5
0,175,6,1000010011,531,D,7,14
0,176,3,1000010010,530,S,17,7
0,177,3,0011000001,193,A,14,4
0,178,5,0001101101,109,B,11,1
0,179,4,1111110001,1009,C,10,0
0,180,8,1111101111,1007,D,18,8
0,181,5,0100001000,264,S,14,4
0,182,4,0011010100,212,A,11,1
0,183,5,0010010011,147,B,16,6
0,184,2,0000000000,0,C,16,6
0,185,7,1110000001,897,D,19,9
0,186,4,0011001000,200,S,4,10
0,187,8,0100100101,293,A,15,5
0,188,4,1000010011,531,B,6,12
0,189,4,0101101101,365,C,10,0
0,190,6,0100100000,288,D,2,19
0,191,7,1001100010,610,S,0,13
0,192,3,1000010110,534,A,12,2
0,193,7,1100011010,794,B,16,6
0,194,5,0011100110,230,C,18,8
0,195,6,0101010111,343,D,13,3
0,196,5,1110011100,924,S,11,1
0,197,4,1100000001,769,A,0,14
0,198,6,1001100010,610,B,16,6
0,199,8,1001100010,610,C,1,10
0,200,4,0000101010,42,D,2,12
0,201,5,1100101100,812,S,15,5
0,202,5,1000011110,542,A,12,2
0,203,2,0000011100,28,B,11,1
0,204,4,0010000001,129,C,10,0
0,205,4,0010101100,172,D,12,2
0,206,4,1000010011,531,S,17,7
0,207,6,1111100111,999,A,14,4
0,208,10,1001010111,599,B,10,0
0,209,9,1111110110,1014,C,10,0
0,210,5,1000010011,531,D,6,12
0,211,3,1100100010,802,S,10,0
0,212,5,0011000100,196,A,2,10
0,213,5,0100010100,276,B,1,11
0,214,9,1110101110,942,C,10,0
0,215,3,0000101010,42,D,3,12
0,216,5,1001000010,578,S,1,16
0,217,10,1101101111,879,A,10,0
0,218,4,0001010100,84,B,1,11
0,219,5,0000101111,47,C,18,8
0,220,7,0101011111,351,D,4,14
0,221,3,1000011010,538,S,10,0
0,222,4,1100000001,769,A,0,14
0,223,3,0011110011,243,B,11,1
0,224,5,1110001111,911,C,10,0
0,225,0,0000000000,0,D,10,0
0,226,4,0011100000,224,S,10,0
0,227,6,0011000110,198,A,3,14
0,228,5,1001101001,617,B,10,0
0,229,4,1011110010,754,C,10,0
0,230,0,0000000000,0,D,10,0
0,231,3,1110001001,905,S,11,1
0,232,3,1000100010,546,A,1,10
0,233,4,0110000000,384,B,19,9
0,234,4,1000000010,514,C,0,10
0,235,5,0011000110,198,D,2,15
0,236,7,1000110010,562,S,15,5
0,237,7,1011100110,742,A,10,0
0,238,5,0100100010,290,B,3,18
0,239,1,0000000000,0,C,10,0
0,240,6,1111111111,1023,D,18,8
0,241,7,1000100010,546,S,1,10
0,242,8,0100101010,298,A,10,0
0,243,2,0000000001,1,B,0,10
0,244,5,1101100001,865,C,16,6
0,245,4,0010000110,134,D,16,6
0,246,7,0000010111,23,S,10,0
0,247,5,0001110011,115,A,10,0
0,248,4,0011110011,243,B,16,6
0,249,6,1001100010,610,C,1,17
0,250,2,1000010011,531,D,6,16
0,251,4,0011001000,200,S,4,11
0,252,5,0111011001,473,A,14,4
0,253,6,0101010100,340,B,0,12
0,254,8,1011100111,743,C,10,0
0,255,6,0100101010,298,D,3,14
0,256,4,1100101000,808,S,10,0
0,257,4,1110101111,943,A,14,4
0,258,4,1001100010,610,B,6,12
0,259,4,0101111000,376,C,10,0
0,260,3,0001100010,98,D,13,3
0,261,4,0100101010,298,S,2,10
0,262,5,0011100010,226,A,13,3
0,263,4,1110011111,927,B,10,0
0,264,7,1101111101,893,C,11,1
0,265,6,1001111111,639,D,19,9
0,266,4,0100100101,293,S,6,14
0,267,4,1000000101,517,A,13,3
0,268,4,0100100010,290,B,2,11
0,269,4,1101110100,884,C,14,4
0,270,5,1000010010,530,D,6,12
0,271,4,0100010100,276,S,0,10
0,272,5,1011110010,754,A,18,8
0,273,4,1110100010,930,B,10,0
0,274,7,1001100010,610,C,0,16
0,275,5,1101011111,863,D,16,6
0,276,8,0100100101,293,S,6,11
0,277,4,0000000101,5,A,10,0
0,278,4,1100010011,787,B,10,0
0,279,5,1111111010,1018,C,16,6
0,280,5,1111101101,1005,D,12,2
0,281,6,1100101010,810,S,10,0
0,282,4,0110110110,438,A,10,0
0,283,3,0000000000,0,B,10,0
0,284,3,1000011100,540,C,14,4
0,285,3,1000101110,558,D,15,5
0,286,4,1001001110,590,S,14,4
0,287,7,0011000110,198,A,2,10
0,288,6,0110110111,439,B,0,19
0,289,5,1111101101,1005,C,10,0
0,290,8,1011101111,751,D,14,4
0,291,3,1001010100,596,S,10,0
0,292,5,0011000100,196,A,11,1
0,293,4,0010001001,137,B,17,7
0,294,5,1101001001,841,C,10,0
0,295,5,0100100101,293,D,4,12
0,296,1,0011000000,192,S,10,0
0,297,7,1110000001,897,A,15,5
0,298,4,0010001010,138,B,17,7
0,299,5,0111111010,506,C,10,0
0,300,4,0111111110,510,D,12,2
0,301,6,1111011000,984,S,4,13
0,302,4,0100100100,292,A,4,10
0,303,5,1000010010,530,B,7,11
0,304,4,1101001001,841,C,14,4
0,305,5,1010101101,685,D,14,4
0,306,8,1110000000,896,S,14,4
0,307,7,1111011110,990,A,10,0
0,308,3,1100000000,768,B,6,16
0,309,4,0100100101,293,C,5,10
0,310,3,1000000011,515,D,6,12
0,311,5,1111100110,998,S,10,0
0,312,5,1000000011,515,A,11,1
0,313,2,1000011100,540,B,10,0
0,314,4,0001100001,97,C,14,4
0,315,8,0101011111,351,D,14,4
0,316,8,1110100001,929,S,10,0
0,317,5,1000000011,515,A,18,8
0,318,5,0000000011,3,B,12,2
0,319,5,1001100010,610,C,0,16
0,320,4,0111010110,470,D,16,6
0,321,4,0101010100,340,S,1,12
0,322,8,1110101010,938,A,10,0
0,323,4,0101000000,320,B,12,2
0,324,3,0001100000,96,C,16,6
0,325,4,1000010011,531,D,2,12
0,326,8,1110000001,897,S,0,14
0,327,6,1001100000,608,A,12,2
0,328,5,0110000001,385,B,1,16
0,329,6,0010111000,184,C,15,5
0,330,5,1000010011,531,D,6,12
0,331,3,0101100010,354,S,16,6
0,332,4,0001000000,64,A,2,10
0,333,6,1000011011,539,B,7,16
0,334,6,0001100010,98,C,0,16
0,335,4,0010001110,142,D,17,7
0,336,4,0010100110,166,S,10,0
0,337,6,0001100010,98,A,1,10
0,338,5,0111011111,479,B,19,9
0,339,6,0100101010,298,C,4,16
0,340,5,1001101011,619,D,12,2
0,341,5,0010100111,167,S,10,0
0,342,7,0101011011,347,A,11,1
0,343,2,0000000001,1,B,0,10
0,344,6,1111100001,993,C,18,8
0,345,6,0100101010,298,D,2,18
0,346,8,0100010100,276,S,1,13
0,347,5,1000100010,546,A,1,19
0,348,3,0000000001,1,B,0,17
0,349,3,0011000100,196,C,11,1
0,350,6,0011100111,231,D,18,8
0,351,5,0110011000,408,S,10,0
0,352,5,0111010100,468,A,18,8
0,353,5,0100010100,276,B,0,12
0,354,3,1001100010,610,C,1,16
0,355,5,1000010010,530,D,6,12
0,356,4,1010000001,641,S,0,10
0,357,5,1000010011,531,A,0,19
0,358,6,1101110010,882,B,12,2
0,359,5,0011110111,247,C,11,1
0,360,6,1110011111,927,D,14,4
0,361,5,0101110010,370,S,12,2
0,362,10,1101101111,879,A,10,0
0,363,2,0000000000,0,B,16,6
0,364,5,0101010100,340,C,0,15
0,365,5,0100101111,303,D,16,6
0,366,4,1100101101,813,S,16,6
0,367,4,1110001000,904,A,10,0
0,368,9,0101010100,340,B,1,18
0,369,5,0100100001,289,C,5,14
0,370,3,0101110000,368,D,12,2
0,371,4,1101101111,879,S,10,0
0,372,8,1111111111,1023,A,0,10
0,373,6,0110110111,439,B,2,18
0,374,6,1001100010,610,C,1,16
0,375,6,1011101111,751,D,14,4
0,376,8,1011001100,716,S,14,4
0,377,4,0100010100,276,A,12,2
0,378,5,0101010100,340,B,0,17
0,379,5,1111110011,1011,C,16,6
0,380,5,1000010010,530,D,6,12
0,381,7,1111001010,970,S,4,11
0,382,5,0011000100,196,A,2,14
0,383,4,1000100010,546,B,10,0
0,384,8,0100100101,293,C,5,10
0,385,5,1000111111,575,D,16,6
0,386,1,1001000000,576,S,10,0
0,387,3,0001100010,98,A,1,10
0,388,3,1000010010,530,B,6,11
0,389,4,1001000010,578,C,1,10
0,390,5,0011101101,237,D,12,2
0,391,5,0011001000,200,S,5,12
0,392,2,0001000010,66,A,0,10
0,393,5,0001000000,64,B,2,19
0,394,5,0101111011,379,C,16,6
0,395,8,1000010010,530,D,6,12
0,396,4,1110010100,916,S,12,2
0,397,5,1000010011,531,A,19,9
0,398,4,0101010100,340,B,13,3
0,399,4,0101110010,370,C,10,0
0,400,7,0001001001,73,D,18,8
0,401,5,1100011010,794,S,12,2
0,402,6,1111100101,997,A,11,1
0,403,5,1001000010,578,B,11,1
0,404,5,0011000110,198,C,6,11
0,405,5,1000010011,531,D,2,12
0,406,4,0011001001,201,S,1,10
0,407,2,0010001001,137,A,11,1
0,408,6,1110000001,897,B,0,17
0,409,4,1010000001,641,C,11,1
0,410,5,1101111111,895,D,18,8
0,411,5,0010111000,184,S,6,13
0,412,5,0101010100,340,A,11,1
0,413,4,1111111000,1016,B,16,6
0,414,4,1101111000,888,C,10,0
0,415,7,0011010111,215,D,12,2
0,416,3,0010000001,129,S,0,10
0,417,5,1000010100,532,A,10,0
0,418,6,1100011111,799,B,16,6
0,419,7,1101100010,866,C,16,6
0,420,6,0100100101,293,D,4,17
0,421,5,0100101010,298,S,11,1
0,422,5,1110101110,942,A,10,0
0,423,2,0001100101,101,B,0,12
0,424,5,0011100100,228,C,10,0
0,425,6,0011000110,198,D,3,14
0,426,6,0101010100,340,S,1,13
0,427,2,1000010000,528,A,11,1
0,428,3,0100101010,298,B,2,13
0,429,3,0001100010,98,C,0,11
0,430,5,1000000011,515,D,6,14
0,431,5,1111101101,1005,S,11,1
0,432,6,1101101110,878,A,10,0
0,433,4,1100000000,768,B,7,16
0,434,3,0100000100,260,C,1,10
0,435,5,1001100010,610,D,6,12
0,436,2,1000010010,530,S,10,0
0,437,5,1010110101,693,A,14,4
0,438,7,0011000100,196,B,3,10
0,439,3,1010011100,668,C,10,0
0,440,6,1001111111,639,D,16,6
0,441,7,1110000001,897,S,0,14
0,442,4,0010101000,168,A,12,2
0,443,6,0110000001,385,B,1,16
0,444,4,0011000110,198,C,10,0
0,445,6,1110010011,915,D,18,8
0,446,7,1100000001,769,S,1,12
0,447,5,1010010011,659,A,10,0
0,448,4,0011110110,246,B,18,8
0,449,6,0011001001,201,C,4,10
0,450,4,1110101110,942,D,15,5
0,451,5,1010001101,653,S,14,4
0,452,4,1010010110,662,A,10,0
0,453,9,1001101001,617,B,10,0
0,454,4,1000000010,514,C,0,17
0,455,4,0100011111,287,D,12,2
0,456,5,0100100101,293,S,0,11
0,457,6,1100000001,769,A,0,14
0,458,7,1000010011,531,B,6,11
0,459,4,0011000110,198,C,11,1
0,460,5,0011000100,196,D,3,14
0,461,6,1111101010,1002,S,11,1
0,462,5,1000100010,546,A,1,10
0,463,5,1111110010,1010,B,16,6
0,464,4,0100100001,289,C,4,15
0,465,9,1111010000,976,D,18,8
0,466,4,1001100000,608,S,12,2
0,467,6,1111111111,1023,A,10,0
0,468,5,0100010111,279,B,12,2
0,469,3,0000101010,42,C,16,6
0,470,2,0000100010,34,D,2,12
0,471,7,1110000001,897,S,0,14
0,472,8,0100101010,298,A,4,12
0,473,3,1110011000,920,B,10,0
0,474,2,1001000010,578,C,0,10
0,475,4,1011111101,765,D,14,4
0,476,7,1001100010,610,S,0,12
0,477,3,0011001001,201,A,11,1
0,478,5,0111011111,479,B,11,1
0,479,6,0110111111,447,C,10,0
0,480,6,1111110001,1009,D,12,2
0,481,5,0101000100,324,S,1,13
0,482,9,1011101111,751,A,10,0
0,483,3,0010000110,134,B,10,0
0,484,5,1010001100,652,C,15,5
0,485,3,1000010010,530,D,6,12
0,486,6,1001000010,578,S,0,12
0,487,5,1100000000,768,A,14,4
0,488,10,1110001101,909,B,16,6
0,489,3,0101010100,340,C,0,14
0,490,5,0000000101,5,D,12,2
0,491,5,1101011011,859,S,14,4
0,492,4,0100000001,257,A,0,13
0,493,4,0110000111,391,B,10,0
0,494,8,1100000001,769,C,15,5
0,495,6,1011101111,751,D,14,4
0,496,5,0100100010,290,S,3,10
0,497,5,1110000000,896,A,15,5
0,498,4,0100100101,293,B,0,12
0,499,2,1001100010,610,C,0,17
0,500,5,0011001111,207,D,13,3
0,501,4,1001110100,628,S,13,3
0,502,4,1010000001,641,A,0,13
0,503,5,0101110011,371,B,11,1
0,504,6,0111110110,502,C,10,0
0,505,5,1110011111,927,D,12,2
0,506,4,0100100101,293,S,6,10
0,507,4,1110011111,927,A,10,0
0,508,4,1110000001,897,B,1,10
0,509,3,1000010010,530,C,0,10
0,510,4,0000000110,6,D,15,5
0,511,8,0101111111,383,S,10,0
0,512,2,0100000001,257,A,0,14
0,513,4,0011010011,211,B,12,2
0,514,5,0100000001,257,C,18,8
0,515,7,1101111011,891,D,12,2
0,516,5,0011001001,201,S,0,13
0,517,6,1110100111,935,A,11,1
0,518,5,0001010100,84,B,1,10
0,519,9,1110101111,943,C,10,0
0,520,7,0011100000,224,D,18,8
0,521,5,1001100010,610,S,0,12
0,522,5,0011001001,201,A,10,0
0,523,4,1001100100,612,B,10,0
0,524,4,1011101000,744,C,11,1
0,525,5,0011001001,201,D,19,9
0,526,4,1010000000,640,S,14,4
0,527,6,0011001101,205,A,18,8
0,528,5,1110000001,897,B,0,16
0,529,4,1101110010,882,C,10,0
0,530,5,1001101111,623,D,18,8
0,531,5,0011000000,192,S,10,0
0,532,2,0001000000,64,A,3,10
0,533,6,1111110010,1010,B,2,12
0,534,5,0011000110,198,C,0,10
0,535,4,0101010100,340,D,13,3
0,536,4,1110000000,896,S,14,4
0,537,7,0000100101,37,A,10,0
0,538,5,1001111001,633,B,10,0
0,539,3,1001110001,625,C,18,8
0,540,4,0100001010,266,D,19,9
0,541,6,0010100111,167,S,10,0
0,542,5,1011110110,758,A,12,2
0,543,7,1000010011,531,B,7,10
0,544,8,0011000110,198,C,11,1
0,545,4,0110000001,385,D,12,2
0,546,4,0101100010,354,S,16,6
0,547,5,1010101110,686,A,10,0
0,548,8,0111010111,471,B,10,0
0,549,4,0001100010,98,C,0,16
0,550,8,1110000001,897,D,18,8
0,551,4,1001100010,610,S,1,16
0,552,4,1011001001,713,A,14,4
0,553,6,0100111010,314,B,11,1
0,554,4,1001100001,609,C,16,6
0,555,7,1011101111,751,D,18,8
0,556,5,1000010011,531,S,11,1
0,557,2,0011001001,201,A,11,1
0,558,5,1110000001,897,B,0,16
0,559,8,0100101010,298,C,10,0
0,560,7,0011000110,198,D,12,2
0,561,6,1100000001,769,S,0,17
0,562,6,1000000100,516,A,10,0
0,563,3,0011001001,201,B,10,0
0,564,3,0000100010,34,C,0,10
0,565,3,0100100000,288,D,2,12
0,566,4,1111101110,1006,S,10,0
0,567,8,0011000110,198,A,2,19
0,568,4,0001000000,64,B,3,12
0,569,5,0001100010,98,C,1,17
0,570,4,0000100001,33,D,12,2
0,571,6,1111011001,985,S,4,10
0,572,5,1010000001,641,A,0,10
0,573,6,1011100110,742,B,19,9
0,574,3,0000000010,2,C,0,10
0,575,5,0001001111,79,D,18,8
0,576,6,1111101101,1005,S,13,3
0,577,1,0000000010,2,A,0,10
0,578,6,0000101010,42,B,12,2
0,579,8,1111110110,1014,C,8,16
0,580,5,1001100010,610,D,12,2
0,581,4,1010000000,640,S,14,4
0,582,5,1000010011,531,A,18,8
0,583,4,0100110111,311,B,19,9
0,584,4,1001100010,610,C,0,16
0,585,5,0100100111,295,D,16,6
0,586,5,1110011110,926,S,17,7
0,587,5,1111110110,1014,A,12,2
0,588,8,0110100110,422,B,10,0
0,589,3,0100110001,305,C,10,0
0,590,9,0011000110,198,D,2,14
0,591,5,0100101000,296,S,2,10
0,592,2,0001000000,64,A,2,10
0,593,5,0111010010,466,B,17,7
0,594,6,1110000100,900,C,4,10
0,595,2,0010101000,168,D,13,3
0,596,8,0011000110,198,S,0,10
0,597,3,1110010110,918,A,11,1
0,598,6,0000010011,19,B,11,1
0,599,5,0001101000,104,C,15,5
0,600,6,0001101011,107,D,18,8
0,601,9,1110100001,929,S,10,0
0,602,5,1000110100,564,A,10,0
0,603,6,0101010100,340,B,1,13
0,604,5,1001100010,610,C,1,10
0,605,2,0000000101,5,D,17,7
0,606,4,1000101110,558,S,11,1
0,607,3,0110000111,391,A,12,2
0,608,4,1111110110,1014,B,10,0
0,609,7,0011000001,193,C,4,10
0,610,4,0110101111,431,D,13,3
0,611,2,0100010100,276,S,0,12
0,612,4,0011110001,241,A,10,0
0,613,4,1011100110,742,B,12,2
0,614,4,1111111001,1017,C,10,0
0,615,3,0000010100,20,D,13,3
0,616,9,1001100010,610,S,0,12
0,617,5,1010011110,670,A,10,0
0,618,4,0011010110,214,B,10,0
0,619,4,0100000001,257,C,10,0
0,620,6,1001100010,610,D,12,2
0,621,4,1010011100,668,S,12,2
0,622,5,0010111000,184,A,12,2
0,623,4,1001001001,585,B,10,0
0,624,6,0011000110,198,C,6,10
0,625,5,0001101111,111,D,16,6
0,626,5,1000010011,531,S,16,6
0,627,2,0001000010,66,A,0,12
0,628,3,0111011000,472,B,10,0
0,629,5,0001100010,98,C,0,17
0,630,8,1001111111,639,D,16,6
0,631,4,1100010000,784,S,10,0
0,632,5,1010000001,641,A,1,12
0,633,4,1110111110,958,B,12,2
0,634,5,1110000001,897,C,19,9
0,635,5,1000010011,531,D,2,12
0,636,4,1110100010,930,S,10,0
0,637,4,0011000001,193,A,13,3
0,638,3,0001010110,86,B,11,1
0,639,3,0000011100,28,C,10,0
0,640,5,0001001001,73,D,18,8
0,641,3,0100010000,272,S,12,2
0,642,6,1010000110,646,A,18,8
0,643,5,1110011111,927,B,12,2
0,644,5,1001000011,579,C,1,10
0,645,6,1110011110,926,D,16,6
0,646,6,1001100010,610,S,0,12
0,647,5,1111101101,1005,A,10,0
0,648,5,0010111111,191,B,19,9
0,649,6,1001100010,610,C,0,16
0,650,9,0101110000,368,D,14,4
0,651,9,0101010100,340,S,1,12
0,652,4,0101011011,347,A,19,9
0,653,5,1000011100,540,B,12,2
0,654,4,0101010101,341,C,15,5
0,655,5,0101101011,363,D,14,4
0,656,7,1110010001,913,S,10,0
0,657,5,0010011110,158,A,12,2
0,658,5,0010111000,184,B,12,2
0,659,6,0011110111,247,C,10,0
0,660,4,1000001101,525,D,14,4
0,661,5,1110000001,897,S,0,14
0,662,5,0011000010,194,A,3,12
0,663,10,1001100010,610,B,2,16
0,664,4,0000100100,36,C,10,0
0,665,4,1011001101,717,D,14,4
0,666,6,1101011010,858,S,10,0
0,667,6,1001100010,610,A,0,12
0,668,5,1110000001,897,B,0,13
0,669,5,0011110111,247,C,10,0
0,670,7,1110001111,911,D,4,14
0,671,5,0100001010,266,S,11,1
0,672,2,1010001101,653,A,12,2
0,673,5,1000010010,530,B,6,12
0,674,6,0100100101,293,C,4,10
0,675,9,1111110000,1008,D,16,6
0,676,5,0010101111,175,S,14,4
0,677,5,0010000011,131,A,10,0
0,678,8,1000010011,531,B,6,11
0,679,3,1111000100,964,C,18,8
0,680,7,1001100111,615,D,12,2
0,681,5,0100101010,298,S,3,11
0,682,4,0100010100,276,A,11,1
0,683,5,0101011111,351,B,10,0
0,684,5,0011000100,196,C,16,6
0,685,5,0001000110,70,D,2,16
0,686,5,1100000001,769,S,0,15
0,687,5,0100101010,298,A,4,11
0,688,4,1001100010,610,B,12,2
0,689,4,0001100111,103,C,14,4
0,690,5,1011101101,749,D,14,4
0,691,5,1001100010,610,S,0,12
0,692,4,0101000100,324,A,14,4
0,693,3,0001000110,70,B,2,10
0,694,3,0100000100,260,C,0,15
0,695,2,0100000000,256,D,5,12
0,696,6,1101011001,857,S,2,12
0,697,5,0011100111,231,A,10,0
0,698,6,0111010111,471,B,11,1
0,699,4,0000100100,36,C,10,0
0,700,5,1110000001,897,D,18,8
0,701,2,0011001000,200,S,15,5
0,702,2,0000011011,27,A,10,0
0,703,6,1000011100,540,B,6,10
0,704,5,0100100001,289,C,4,16
0,705,4,0110000001,385,D,12,2
0,706,5,1101111011,891,S,12,2
0,707,6,1001100010,610,A,1,12
0,708,6,1001100010,610,B,2,10
0,709,5,0011101001,233,C,18,8
0,710,6,1111111010,1018,D,14,4
0,711,3,0011001000,200,S,10,0
0,712,3,0001000010,66,A,0,12
0,713,2,0010001001,137,B,10,0
0,714,7,1111111001,1017,C,14,4
0,715,6,0011100111,231,D,12,2
0,716,5,0100111010,314,S,11,1
0,717,5,1011101101,749,A,10,0
0,718,4,1000010100,532,B,12,2
0,719,5,1110000001,897,C,11,1
0,720,5,0110001111,399,D,4,12
0,721,2,0010000001,129,S,0,10
0,722,6,1011101111,751,A,18,8
0,723,5,1110110111,951,B,12,2
0,724,3,0001100000,96,C,18,8
0,725,6,1000100010,546,D,17,7
0,726,9,0010110111,183,S,11,1
0,727,4,1000010011,531,A,10,0
0,728,5,1101001100,844,B,10,0
0,729,7,1111111010,1018,C,11,1
0,730,5,0101010100,340,D,16,6
