,maze,steps,maze_final_binary,maze_final_decimal,center_agent,flag_1,flag_2
0,86,5,0100100000,288,S,11,1
0,87,4,1000101101,557,A,12,2
0,88,14,1001000000,576,B,13,3
0,89,5,1000010000,528,C,16,6
0,90,20,1000000000,512,D,7,7
0,91,13,0101000100,324,S,11,1
0,92,3,1011110000,752,A,13,3
0,93,3,0000100000,32,B,10,0
0,94,18,1000010000,528,C,17,7
0,95,6,0001000000,64,D,3,16
0,96,6,0101000000,320,S,11,1
0,97,6,0011001101,205,A,12,2
0,98,7,0000000000,0,B,10,0
0,99,7,0000011000,24,C,18,8
0,100,5,0001001000,72,D,13,3
0,101,10,0101000100,324,S,11,1
0,102,9,1010111101,701,A,14,4
0,103,15,1000000100,516,B,10,0
0,104,15,1000010000,528,C,18,8
0,105,6,0000100000,32,D,12,2
0,106,3,0000100000,32,S,12,2
0,107,3,0010100000,160,A,13,3
0,108,5,0000100000,32,B,11,1
0,109,7,0000010000,16,C,17,7
0,110,20,0001010000,80,D,3,3
0,111,15,0101010100,340,S,11,1
0,112,13,1000011100,540,A,13,3
0,113,20,0001000100,68,B,0,0
0,114,20,0000000000,0,C,6,0
0,115,20,0010000000,128,D,5,5
0,116,6,0100000000,256,S,10,0
0,117,1,0011000000,192,A,14,4
0,118,16,1001000000,576,B,13,3
0,119,8,0000010100,20,C,11,1
0,120,11,1001000000,576,D,12,2
0,121,20,0101000100,324,S,0,0
0,122,8,0010110101,181,A,12,2
0,123,7,0001000000,64,B,16,6
0,124,14,0100000000,256,C,14,4
0,125,20,0001010000,80,D,4,2
0,126,6,0101000000,320,S,11,1
0,127,5,0000110000,48,A,12,2
0,128,15,1000000000,512,B,16,6
0,129,4,0000010000,16,C,10,0
0,130,7,0000001000,8,D,17,7
0,131,7,0100000000,256,S,10,0
0,132,17,0100000000,256,A,14,4
0,133,5,0000100000,32,B,13,3
0,134,15,0010000000,128,C,14,4
0,135,10,0000111000,56,D,12,2
0,136,5,0100100000,288,S,12,2
0,137,5,1000110000,560,A,11,1
0,138,16,1001000000,576,B,13,3
0,139,16,0000010100,20,C,10,0
0,140,17,0100100000,288,D,15,5
0,141,3,0100000000,256,S,17,7
0,142,4,0000000100,4,A,13,3
0,143,5,0000100000,32,B,10,0
0,144,2,0000010000,16,C,18,8
0,145,3,0000101000,40,D,12,2
0,146,5,0101000000,320,S,11,1
0,147,8,0000110101,53,A,15,5
0,148,4,0001000000,64,B,13,3
0,149,17,1000010000,528,C,16,6
0,150,20,0001011001,89,D,4,2
0,151,11,0000110000,48,S,13,3
0,152,6,1111111100,1020,A,14,4
0,153,15,1001000000,576,B,13,3
0,154,3,0000010000,16,C,10,0
0,155,10,0001000000,64,D,3,12
0,156,20,0001000100,68,S,0,0
0,157,15,0100100101,293,A,14,4
0,158,20,0000101000,40,B,0,0
0,159,10,1100000000,768,C,14,4
0,160,1,0000101000,40,D,12,2
0,161,8,0101000100,324,S,10,0
0,162,5,1001110000,624,A,11,1
0,163,17,1000000000,512,B,17,7
0,164,6,0000010000,16,C,17,7
0,165,6,0000101000,40,D,15,5
0,166,6,1101100100,868,S,2,12
0,167,4,1110111101,957,A,14,4
0,168,11,1000000000,512,B,16,6
0,169,19,1000010000,528,C,16,6
0,170,20,0001001001,73,D,2,2
0,171,3,0010000000,128,S,14,4
0,172,4,0010110000,176,A,12,2
0,173,16,0000100000,32,B,18,8
0,174,20,0000010000,16,C,6,6
0,175,5,0100000000,256,D,16,6
0,176,20,0101000000,320,S,1,1
0,177,5,1100000100,772,A,10,0
0,178,5,1000100000,544,B,11,1
0,179,18,1100000000,768,C,14,4
0,180,13,0001010000,80,D,14,4
0,181,6,0001010000,80,S,10,0
0,182,10,0001010000,80,A,12,2
0,183,10,0000000100,4,B,11,1
0,184,4,0000010000,16,C,10,0
0,185,10,0010000000,128,D,14,4
0,186,9,0100100000,288,S,15,5
0,187,5,1101110000,880,A,14,4
0,188,10,1000100101,549,B,10,0
0,189,7,0000010000,16,C,11,1
0,190,5,0001000000,64,D,3,17
0,191,6,0101000000,320,S,16,6
0,192,5,1011000000,704,A,10,0
0,193,10,1001000000,576,B,13,3
0,194,15,0100000100,260,C,15,5
0,195,20,0001001001,73,D,3,3
0,196,3,0100000000,256,S,16,6
0,197,3,0000110000,48,A,11,1
0,198,6,0001000000,64,B,12,2
0,199,5,0000010000,16,C,10,0
0,200,8,0100000000,256,D,14,4
0,201,3,0101010000,336,S,12,2
0,202,2,0010110000,176,A,13,3
0,203,3,0000000000,0,B,11,1
0,204,10,1000010000,528,C,16,6
0,205,5,0000001000,8,D,17,7
0,206,9,0101010100,340,S,11,1
0,207,4,1000100100,548,A,19,9
0,208,13,1000000000,512,B,19,9
0,209,8,0000010000,16,C,10,0
0,210,20,0001000000,64,D,2,2
0,211,7,0100010000,272,S,17,7
0,212,4,1100000100,772,A,15,5
0,213,13,1000000000,512,B,19,9
0,214,10,0000010000,16,C,17,7
0,215,11,0001010000,80,D,14,4
0,216,3,0100100000,288,S,13,3
0,217,4,1011000000,704,A,14,4
0,218,5,0000100000,32,B,12,2
0,219,5,0000010000,16,C,10,0
0,220,8,0000110000,48,D,12,2
0,221,6,0101000000,320,S,17,7
0,222,5,1001011100,604,A,14,4
0,223,6,0000000000,0,B,11,1
0,224,18,1000010000,528,C,17,7
0,225,18,0000111000,56,D,14,4
0,226,8,0101000000,320,S,11,1
0,227,5,1111110000,1008,A,15,5
0,228,5,0001000000,64,B,11,1
0,229,18,0100000000,256,C,17,7
0,230,15,0001010000,80,D,13,3
0,231,20,0101000100,324,S,0,0
0,232,4,1001100100,612,A,2,12
0,233,7,1001000000,576,B,12,2
0,234,4,0000000000,0,C,16,6
0,235,16,0000111000,56,D,15,5
0,236,4,0101000000,320,S,12,2
0,237,3,0000110000,48,A,14,4
0,238,12,1001000000,576,B,12,2
0,239,10,1100000000,768,C,15,5
0,240,16,0011001001,201,D,14,4
0,241,6,0101010000,336,S,11,1
0,242,7,1001010100,596,A,12,2
0,243,20,0000000100,4,B,0,0
0,244,16,0100000000,256,C,15,5
0,245,11,0010000000,128,D,15,5
0,246,5,0001000000,64,S,12,2
0,247,3,1101100000,864,A,14,4
0,248,20,0000000100,4,B,1,1
0,249,10,1000010000,528,C,17,7
0,250,19,1000000000,512,D,17,7
0,251,3,0100010000,272,S,11,1
0,252,5,1111001100,972,A,12,2
0,253,6,0001000000,64,B,11,1
0,254,16,1000000000,512,C,17,7
0,255,4,0001001001,73,D,13,3
0,256,6,0101010000,336,S,10,0
0,257,11,0010111101,189,A,12,2
0,258,9,0001000000,64,B,2,16
0,259,17,0000011000,24,C,11,1
0,260,17,1000010000,528,D,17,7
0,261,5,0100000000,256,S,10,0
0,262,6,1111000000,960,A,12,2
0,263,11,1001000000,576,B,13,3
0,264,5,1111100000,992,C,15,5
0,265,13,1001000000,576,D,12,2
0,266,4,0100000000,256,S,16,6
0,267,6,1111000000,960,A,12,2
0,268,7,0000100001,33,B,10,0
0,269,13,1000010000,528,C,17,7
0,270,6,0001001001,73,D,16,6
0,271,2,0001010000,80,S,10,0
0,272,7,1011100000,736,A,11,1
0,273,5,0000100000,32,B,2,12
0,274,4,0000010000,16,C,11,1
0,275,6,0000100000,32,D,3,12
0,276,2,0001010000,80,S,11,1
0,277,2,0010000000,128,A,11,1
0,278,18,0001001101,77,B,12,2
0,279,8,0000010000,16,C,11,1
0,280,2,0000001000,8,D,17,7
0,281,4,0001010000,80,S,17,7
0,282,5,1001001100,588,A,12,2
0,283,4,0000100000,32,B,10,0
0,284,6,0000010000,16,C,10,0
0,285,14,0011000000,192,D,2,15
0,286,7,0101010000,336,S,17,7
0,287,3,0010110101,181,A,15,5
0,288,5,0000100000,32,B,12,2
0,289,6,1000010000,528,C,16,6
0,290,12,1110000000,896,D,14,4
0,291,6,0100100000,288,S,11,1
0,292,4,1011100000,736,A,2,12
0,293,13,1000000000,512,B,17,7
0,294,8,0000010000,16,C,19,9
0,295,19,0100100000,288,D,15,5
0,296,20,0100000000,256,S,1,1
0,297,3,1011000000,704,A,12,2
0,298,11,1000000000,512,B,19,9
0,299,7,0000011000,24,C,11,1
0,300,20,1000010000,528,D,7,7
0,301,9,0000100000,32,S,13,3
0,302,6,1001110000,624,A,10,0
0,303,3,0000000000,0,B,10,0
0,304,3,0000010000,16,C,16,6
0,305,20,1000010000,528,D,3,3
0,306,6,0101010000,336,S,17,7
0,307,3,1001001100,588,A,12,2
0,308,7,0000100000,32,B,18,8
0,309,9,0000011000,24,C,19,9
0,310,1,0000100000,32,D,12,2
0,311,10,0000110000,48,S,12,2
0,312,3,1011000000,704,A,12,2
0,313,2,0000000000,0,B,10,0
0,314,6,0000010000,16,C,10,0
0,315,9,1001000000,576,D,13,3
0,316,20,0000000000,0,S,0,0
0,317,6,1000101101,557,A,13,3
0,318,4,0000000000,0,B,11,1
0,319,20,1000010000,528,C,7,7
0,320,5,0001000000,64,D,2,13
0,321,12,0000110000,48,S,12,2
0,322,20,0100000100,260,A,4,4
0,323,2,0000100000,32,B,13,3
0,324,14,0000011000,24,C,11,1
0,325,14,0100000000,256,D,15,5
0,326,14,0100100000,288,S,3,12
0,327,2,0010000000,128,A,14,4
0,328,20,1001000000,576,B,3,3
0,329,8,0000010000,16,C,10,0
0,330,4,0001000000,64,D,14,4
0,331,16,0000010000,16,S,13,3
0,332,3,0010100000,160,A,12,2
0,333,20,1000000000,512,B,7,7
0,334,4,0101000000,320,C,17,7
0,335,6,0001001000,72,D,17,7
0,336,4,0101000000,320,S,16,6
0,337,7,0010110000,176,A,14,4
0,338,6,0000100000,32,B,12,2
0,339,8,0100000000,256,C,17,7
0,340,14,0100000000,256,D,15,5
0,341,6,0101000000,320,S,12,2
0,342,4,0010110000,176,A,12,2
0,343,20,1000000000,512,B,6,6
0,344,14,0000010000,16,C,11,1
0,345,10,1001000000,576,D,12,2
0,346,5,0101010000,336,S,10,0
0,347,6,1011100000,736,A,10,0
0,348,3,0000000000,0,B,11,1
0,349,11,0000011000,24,C,19,9
0,350,14,0000110000,48,D,15,5
0,351,6,0100000000,256,S,11,1
0,352,2,1001100100,612,A,11,1
0,353,5,0000100000,32,B,12,2
0,354,4,0000010000,16,C,16,6
0,355,6,0101011001,345,D,17,7
0,356,4,0101000000,320,S,12,2
0,357,6,1011000000,704,A,14,4
0,358,4,0001000000,64,B,3,12
0,359,4,0000010000,16,C,16,6
0,360,20,1100000000,768,D,4,4
0,361,5,0101010000,336,S,11,1
0,362,9,1011000000,704,A,10,0
0,363,9,0000100000,32,B,13,3
0,364,9,0000010000,16,C,10,0
0,365,4,0000000000,0,D,18,8
0,366,11,0101000000,320,S,10,0
0,367,20,0100100101,293,A,5,5
0,368,20,1000000000,512,B,3,3
0,369,9,0000010000,16,C,16,6
0,370,11,1001000000,576,D,13,3
0,371,7,0001010000,80,S,11,1
0,372,4,1111100000,992,A,14,4
0,373,4,0000100000,32,B,13,3
0,374,11,1000010000,528,C,18,8
0,375,9,0011001000,200,D,15,5
0,376,11,0000010000,16,S,13,3
0,377,7,1001110100,628,A,12,2
0,378,13,1001000000,576,B,13,3
0,379,5,0000010000,16,C,17,7
0,380,1,0000000000,0,D,17,7
0,381,6,0100100000,288,S,12,2
0,382,2,0010100000,160,A,12,2
0,383,6,0000000000,0,B,13,3
0,384,16,0000010000,16,C,17,7
0,385,8,1001000000,576,D,13,3
0,386,7,0101010000,336,S,17,7
0,387,3,1000100100,548,A,13,3
0,388,20,1000000000,512,B,7,7
0,389,20,1000010000,528,C,7,7
0,390,7,0000000000,0,D,17,7
0,391,7,0100100000,288,S,10,0
0,392,5,1001110000,624,A,12,2
0,393,5,0001000000,64,B,12,2
0,394,18,1000010000,528,C,16,6
0,395,13,1101110000,880,D,14,4
0,396,9,0101000100,324,S,10,0
0,397,4,1011000000,704,A,14,4
0,398,4,0001000000,64,B,13,3
0,399,14,1000010000,528,C,17,7
0,400,8,0100100000,288,D,15,5
0,401,9,0001010000,80,S,16,6
0,402,10,0000010100,20,A,12,2
0,403,7,0000000000,0,B,10,0
0,404,4,0000010000,16,C,18,8
0,405,20,0001010000,80,D,3,3
0,406,9,0100100000,288,S,12,2
0,407,11,0100000100,260,A,15,5
0,408,6,0001000000,64,B,17,7
0,409,4,0000010000,16,C,16,6
0,410,10,0000010000,16,D,12,2
0,411,9,0101010100,340,S,10,0
0,412,3,0000110000,48,A,14,4
0,413,5,0001000000,64,B,16,6
0,414,20,1000000000,512,C,7,7
0,415,14,1000010000,528,D,17,7
0,416,3,0100000000,256,S,10,0
0,417,3,1001000100,580,A,13,3
0,418,5,0000100000,32,B,12,2
0,419,20,1000010000,528,C,8,8
0,420,13,0001010000,80,D,14,4
0,421,20,0101010000,336,S,0,0
0,422,10,1000010100,532,A,13,3
0,423,15,1001000000,576,B,13,3
0,424,11,0000010000,16,C,16,6
0,425,7,1100000000,768,D,15,5
0,426,3,0100000000,256,S,10,0
0,427,4,1000000000,512,A,18,8
0,428,20,1001000000,576,B,2,2
0,429,20,1000000000,512,C,5,5
0,430,15,0100000000,256,D,16,6
0,431,7,0100100000,288,S,13,3
0,432,5,1001010000,592,A,12,2
0,433,7,0000100000,32,B,12,2
0,434,20,0000010000,16,C,7,7
0,435,20,0001010000,80,D,5,3
0,436,7,0101000000,320,S,11,1
0,437,6,1001110000,624,A,12,2
0,438,9,1001000000,576,B,12,2
0,439,4,0000010000,16,C,18,8
0,440,11,1001000000,576,D,12,2
0,441,10,0100100000,288,S,2,13
0,442,5,1010100000,672,A,14,4
0,443,14,0000001100,12,B,10,0
0,444,17,0010000000,128,C,14,4
0,445,8,1101110000,880,D,12,2
0,446,10,0101000000,320,S,11,1
0,447,2,1011000000,704,A,13,3
0,448,6,0000000000,0,B,11,1
0,449,9,0000011000,24,C,18,8
0,450,20,0001000000,64,D,2,2
0,451,6,0101000000,320,S,10,0
0,452,4,1011000000,704,A,14,4
0,453,20,1000000000,512,B,6,6
0,454,20,0000010100,20,C,0,0
0,455,18,0100100000,288,D,3,15
0,456,7,0101000000,320,S,17,7
0,457,6,0010000000,128,A,15,5
0,458,2,0000000000,0,B,12,2
0,459,11,1000000000,512,C,18,8
0,460,1,0000101000,40,D,14,4
0,461,9,0101000000,320,S,17,7
0,462,5,1011110000,752,A,18,8
0,463,13,1000000000,512,B,17,7
0,464,9,0100000000,256,C,15,5
0,465,9,0000010000,16,D,14,4
0,466,4,0101000000,320,S,14,4
0,467,1,0010000000,128,A,14,4
0,468,8,0000100000,32,B,12,2
0,469,16,1000010000,528,C,17,7
0,470,3,0000101000,40,D,13,3
0,471,8,0101000000,320,S,10,0
0,472,6,1111100000,992,A,12,2
0,473,14,1001000000,576,B,13,3
0,474,3,0000010000,16,C,14,4
0,475,11,1001010000,592,D,15,5
0,476,2,0001010000,80,S,16,6
0,477,6,1011000000,704,A,10,0
0,478,2,0000000000,0,B,17,7
0,479,5,0000010000,16,C,10,0
0,480,14,0000111000,56,D,15,5
0,481,9,0100100000,288,S,13,3
0,482,15,0001010100,84,A,12,2
0,483,15,1001000000,576,B,12,2
0,484,7,0000010000,16,C,18,8
0,485,20,0001010000,80,D,3,2
0,486,5,0001000000,64,S,13,3
0,487,13,0100100100,292,A,14,4
0,488,4,0001000000,64,B,12,2
0,489,20,1000010000,528,C,6,6
0,490,13,0100000000,256,D,15,5
0,491,13,0000010000,16,S,12,2
0,492,6,0011001101,205,A,12,2
0,493,20,0001000000,64,B,1,1
0,494,11,1000010000,528,C,19,9
0,495,4,0001000000,64,D,17,7
0,496,9,0100100000,288,S,13,3
0,497,2,0010110101,181,A,12,2
0,498,5,0000100000,32,B,11,1
0,499,20,0100000000,256,C,4,4
0,500,9,0000100000,32,D,2,13
0,501,9,0100100000,288,S,13,3
0,502,12,1010111101,701,A,18,8
0,503,15,0001000100,68,B,11,1
0,504,3,0000010000,16,C,10,0
0,505,16,0100000000,256,D,15,5
0,506,10,0100100000,288,S,13,3
0,507,12,0001010000,80,A,13,3
0,508,10,0001000100,68,B,2,10
0,509,6,0000010000,16,C,11,1
0,510,4,0000000000,0,D,15,5
0,511,3,0101000000,320,S,17,7
0,512,8,1111110000,1008,A,12,2
0,513,8,0000100000,32,B,3,13
0,514,14,1000010000,528,C,17,7
0,515,7,0000001000,8,D,14,4
0,516,11,0101010000,336,S,17,7
0,517,3,0000110000,48,A,14,4
0,518,5,0000100000,32,B,13,3
0,519,5,0000010000,16,C,11,1
0,520,4,0000100000,32,D,12,2
0,521,7,0101010000,336,S,10,0
0,522,5,1011111100,764,A,15,5
0,523,5,0000000000,0,B,11,1
0,524,16,0010000000,128,C,14,4
0,525,16,0010000000,128,D,14,4
0,526,6,0100000000,256,S,16,6
0,527,4,1001000100,580,A,12,2
0,528,6,0001000000,64,B,2,10
0,529,6,0000010000,16,C,19,9
0,530,20,1000000000,512,D,6,6
0,531,8,0011000000,192,S,14,4
0,532,20,0100000100,260,A,5,5
0,533,7,0001000000,64,B,12,2
0,534,10,0000011000,24,C,18,8
0,535,9,0010000000,128,D,14,4
0,536,7,0101000000,320,S,17,7
0,537,6,1011100000,736,A,2,14
0,538,5,0000000000,0,B,16,6
0,539,20,0000010100,20,C,0,0
0,540,3,0001000000,64,D,17,7
0,541,8,0000010000,16,S,13,3
0,542,10,0001010000,80,A,12,2
0,543,17,0000001000,8,B,10,0
0,544,20,0000010100,20,C,0,0
0,545,17,1001000000,576,D,13,3
0,546,4,0101010000,336,S,11,1
0,547,8,1011000000,704,A,10,0
0,548,8,0000100000,32,B,12,2
0,549,20,1000010000,528,C,6,6
0,550,14,1000010000,528,D,19,9
0,551,15,0101000100,324,S,10,0
0,552,4,1000100000,544,A,13,3
0,553,5,0000100000,32,B,12,2
0,554,7,0000010000,16,C,19,9
0,555,8,0000101000,40,D,3,15
0,556,4,0100000000,256,S,10,0
0,557,20,0100000100,260,A,4,4
0,558,5,0000000000,0,B,17,7
0,559,20,1000010000,528,C,7,7
0,560,7,0011000000,192,D,3,14
0,561,4,0101000000,320,S,17,7
0,562,4,1001110000,624,A,13,3
0,563,20,0001000000,64,B,1,1
0,564,3,0000010000,16,C,11,1
0,565,13,0000110000,48,D,14,4
0,566,4,0101010000,336,S,11,1
0,567,5,0010100000,160,A,13,3
0,568,10,1001000000,576,B,12,2
0,569,14,1000010000,528,C,19,9
0,570,6,0101011000,344,D,14,4
0,571,4,0100000000,256,S,10,0
0,572,6,0010001000,136,A,19,9
0,573,9,1000000000,512,B,19,9
0,574,6,0000010000,16,C,10,0
0,575,15,0000111000,56,D,13,3
0,576,7,0101000000,320,S,10,0
0,577,12,0100100000,288,A,15,5
0,578,4,0000000000,0,B,10,0
0,579,12,1000010000,528,C,16,6
0,580,20,0000000000,0,D,3,3
0,581,5,0101010000,336,S,16,6
0,582,1,0010110000,176,A,10,0
0,583,5,0000000000,0,B,17,7
0,584,20,1000010000,528,C,7,7
0,585,16,0001010000,80,D,17,7
0,586,6,0100100000,288,S,12,2
0,587,6,1010110000,688,A,12,2
0,588,18,1001000000,576,B,13,3
0,589,20,1000000000,512,C,6,6
0,590,6,0000000000,0,D,16,6
0,591,8,0000010000,16,S,13,3
0,592,5,1111110000,1008,A,12,2
0,593,9,1001000000,576,B,12,2
0,594,18,0000010100,20,C,10,0
0,595,20,1000010000,528,D,3,3
0,596,12,0000010000,16,S,12,2
0,597,7,0000110100,52,A,14,4
0,598,20,0001000100,68,B,0,0
0,599,4,0000010000,16,C,10,0
0,600,15,1001010000,592,D,14,4
0,601,7,0101000000,320,S,10,0
0,602,4,1101000000,832,A,14,4
0,603,20,1001000000,576,B,2,2
0,604,5,0000010000,16,C,10,0
0,605,20,0000011001,25,D,2,2
0,606,10,0001010100,84,S,10,0
0,607,8,1111000000,960,A,14,4
0,608,11,0000001000,8,B,10,0
0,609,11,1000010000,528,C,19,9
0,610,16,1001010000,592,D,12,2
0,611,7,0101000000,320,S,15,5
0,612,3,1000101100,556,A,11,1
0,613,12,1001000000,576,B,12,2
0,614,4,0000010000,16,C,10,0
0,615,4,0001001000,72,D,16,6
0,616,7,0000010000,16,S,12,2
0,617,8,1001111100,636,A,10,0
0,618,3,0000100000,32,B,13,3
0,619,20,0000010000,16,C,0,0
0,620,14,1000000000,512,D,14,4
0,621,20,0100100001,289,S,1,1
0,622,5,1010110000,688,A,18,8
0,623,4,0000000000,0,B,10,0
0,624,20,1000010000,528,C,7,7
0,625,20,0000110000,48,D,2,2
0,626,5,0100100000,288,S,13,3
0,627,8,0010110000,176,A,10,0
0,628,2,0001000000,64,B,12,2
0,629,4,0000010000,16,C,11,1
0,630,20,0011000000,192,D,2,4
0,631,2,0001010000,80,S,10,0
0,632,5,1011110000,752,A,10,0
0,633,8,0000100000,32,B,2,13
0,634,13,0000011000,24,C,18,8
0,635,7,0001000000,64,D,2,17
0,636,20,0101010100,340,S,1,1
0,637,3,1001000100,580,A,12,2
0,638,2,0000000000,0,B,19,9
0,639,17,0100000000,256,C,15,5
0,640,4,0001000000,64,D,16,6
0,641,4,0100000000,256,S,14,4
0,642,7,1001100101,613,A,2,10
0,643,9,1001000000,576,B,12,2
0,644,7,0000010000,16,C,11,1
0,645,20,1001010000,592,D,3,3
0,646,4,0101000000,320,S,11,1
0,647,2,0010100000,160,A,15,5
0,648,6,0001000000,64,B,16,6
0,649,11,0010000000,128,C,14,4
0,650,4,0000001000,8,D,8,18
0,651,10,0000010000,16,S,12,2
0,652,8,1011000000,704,A,12,2
0,653,20,1001000000,576,B,3,3
0,654,20,1000000000,512,C,5,5
0,655,16,0100000000,256,D,15,5
0,656,4,0101010000,336,S,14,4
0,657,10,1001111100,636,A,10,0
0,658,5,0000000000,0,B,19,9
0,659,16,1000010100,532,C,10,0
0,660,20,0011000000,192,D,4,4
0,661,8,0101000100,324,S,11,1
0,662,0,0010000000,128,A,10,0
0,663,4,0000000000,0,B,10,0
0,664,19,1000010000,528,C,19,9
0,665,14,0100000000,256,D,15,5
0,666,10,0101000000,320,S,17,7
0,667,20,0100100101,293,A,4,4
0,668,6,0001000000,64,B,17,7
0,669,5,0000010000,16,C,11,1
0,670,16,1001010000,592,D,12,2
0,671,6,0100100000,288,S,11,1
0,672,20,0100100000,288,A,5,5
0,673,4,0000100000,32,B,10,0
0,674,19,0100000100,260,C,10,0
0,675,3,0000000000,0,D,16,6
0,676,7,0100000000,256,S,16,6
0,677,2,0000000100,4,A,10,0
0,678,13,0001001000,72,B,11,1
0,679,12,0000001100,12,C,19,9
0,680,14,1000010000,528,D,12,2
0,681,3,0100100000,288,S,12,2
0,682,19,0100000100,260,A,14,4
0,683,16,1000000000,512,B,17,7
0,684,20,1000010000,528,C,7,7
0,685,8,0011001000,200,D,15,5
0,686,12,0100100000,288,S,3,12
0,687,4,1101000000,832,A,11,1
0,688,9,1001000000,576,B,13,3
0,689,10,1000010000,528,C,16,6
0,690,4,0001000000,64,D,3,13
0,691,9,0101000000,320,S,17,7
0,692,3,0010000000,128,A,14,4
0,693,14,1000000000,512,B,19,9
0,694,2,0010100000,160,C,14,4
0,695,6,0000001000,8,D,16,6
0,696,4,0100000000,256,S,11,1
0,697,11,1011110100,756,A,10,0
0,698,20,0001000000,64,B,0,0
0,699,4,0000000000,0,C,16,6
0,700,20,1000000000,512,D,6,6
0,701,3,0100000000,256,S,16,6
0,702,5,0010110000,176,A,14,4
0,703,6,0001000000,64,B,11,1
0,704,15,0100000000,256,C,14,4
0,705,18,1000000000,512,D,14,4
0,706,19,0101000100,324,S,10,0
0,707,3,0011000000,192,A,11,1
0,708,16,1000000000,512,B,16,6
0,709,10,1000010000,528,C,17,7
0,710,11,0010000000,128,D,14,4
0,711,11,0101000000,320,S,17,7
0,712,4,1011000000,704,A,10,0
0,713,7,0000100000,32,B,12,2
0,714,20,1000010000,528,C,7,7
0,715,11,1001000000,576,D,12,2
0,716,19,0101010100,340,S,11,1
0,717,5,1001100101,613,A,2,10
0,718,20,0000000000,0,B,0,0
0,719,12,1000000000,512,C,19,9
0,720,13,1000000000,512,D,19,9
0,721,7,0101000000,320,S,10,0
0,722,7,1001001101,589,A,12,2
0,723,18,1001000000,576,B,12,2
0,724,9,1100000000,768,C,14,4
0,725,20,0001010000,80,D,2,2
0,726,4,0001010000,80,S,10,0
0,727,3,1011000000,704,A,10,0
0,728,11,1001100000,608,B,12,2
0,729,20,0100000100,260,C,5,1
0,730,19,1001000000,576,D,12,2
0,731,5,0100100000,288,S,13,3
0,732,6,0000110100,52,A,15,5
