,maze,steps,maze_final_binary,maze_final_decimal,center_agent,flag_1,flag_2
0,131,10,0100100010,290,S,3,10
0,132,7,0000100000,32,A,18,8
0,133,9,0010110000,176,B,11,1
0,134,14,0100100000,288,C,15,5
0,135,8,0010000000,128,D,4,19
0,136,3,1100000000,768,S,11,1
0,137,6,0010000000,128,A,18,8
0,138,20,0011000000,192,B,3,3
0,139,5,0010100000,160,C,10,0
0,140,7,0010000000,128,D,5,19
0,141,8,0100100000,288,S,2,15
0,142,5,0010100000,160,A,14,4
0,143,9,0010000010,130,B,18,8
0,144,7,0000100010,34,C,1,11
0,145,9,0010000110,134,D,5,14
0,146,5,0100100000,288,S,3,10
0,147,8,0010100000,160,A,19,9
0,148,5,0010000010,130,B,12,2
0,149,10,0000100010,34,C,1,10
0,150,7,0000000000,0,D,18,8
0,151,9,0000100010,34,S,0,10
0,152,5,0010100000,160,A,14,4
0,153,7,0010010000,144,B,12,2
0,154,5,1001000000,576,C,11,1
0,155,14,0100000000,256,D,15,5
0,156,4,1100000000,768,S,11,1
0,157,11,0010100010,162,A,10,0
0,158,8,0010110000,176,B,18,8
0,159,4,0000100000,32,C,16,6
0,160,7,0010000000,128,D,5,15
0,161,2,0000000010,2,S,11,1
0,162,4,0000100000,32,A,10,0
0,163,12,0011000000,192,B,17,7
0,164,4,0010100000,160,C,14,4
0,165,14,0100000000,256,D,14,4
0,166,5,0100100000,288,S,3,14
0,167,3,0000100000,32,A,13,3
0,168,6,0010000000,128,B,18,8
0,169,12,0100100000,288,C,14,4
0,170,9,0010000110,134,D,5,15
0,171,7,0000000000,0,S,10,0
0,172,13,0010100000,160,A,13,3
0,173,4,0010000000,128,B,19,9
0,174,10,0000100010,34,C,1,11
0,175,6,0000100000,32,D,3,19
0,176,8,1100000000,768,S,10,0
0,177,4,1101110000,880,A,10,0
0,178,6,0000100000,32,B,3,18
0,179,12,0100100000,288,C,15,5
0,180,8,0000000000,0,D,18,8
0,181,5,0100100000,288,S,2,10
0,182,9,0100100000,288,A,14,4
0,183,10,0011000000,192,B,13,3
0,184,3,1000000000,512,C,15,5
0,185,20,0100100000,288,D,2,5
0,186,9,1111110000,1008,S,12,2
0,187,5,0010000000,128,A,18,8
0,188,20,0011000000,192,B,3,3
0,189,9,0010000000,128,C,5,19
0,190,13,0100000000,256,D,15,5
0,191,6,1100000000,768,S,10,0
0,192,4,0010000000,128,A,18,8
0,193,6,0000000000,0,B,18,8
0,194,3,0010000000,128,C,4,15
0,195,16,0011000000,192,D,4,19
0,196,20,0010000001,129,S,4,0
0,197,4,0000100000,32,A,11,1
0,198,3,0010100000,160,B,2,12
0,199,4,0000100000,32,C,11,1
0,200,10,0010000000,128,D,5,18
0,201,8,0100000000,256,S,10,0
0,202,12,0100100000,288,A,15,5
0,203,6,0010110000,176,B,12,2
0,204,6,0000100010,34,C,17,7
0,205,6,0000100010,34,D,2,18
0,206,6,1100000000,768,S,14,4
0,207,7,0000000000,0,A,10,0
0,208,10,0010110000,176,B,19,9
0,209,20,0100100000,288,C,4,4
0,210,6,0000100000,32,D,2,19
0,211,4,0010000000,128,S,5,13
0,212,9,0010100000,160,A,18,8
0,213,1,0010000000,128,B,12,2
0,214,20,1011110000,752,C,5,4
0,215,15,0001000000,64,D,12,2
0,216,5,1100000000,768,S,11,1
0,217,20,0100100000,288,A,4,4
0,218,9,0010000000,128,B,12,2
0,219,8,1000000010,514,C,0,16
0,220,20,0010000000,128,D,5,3
0,221,6,0100100000,288,S,3,10
0,222,7,0010000000,128,A,19,9
0,223,4,0010000010,130,B,19,9
0,224,6,0101100000,352,C,11,1
0,225,5,0000000100,4,D,19,9
0,226,9,1110100000,928,S,2,12
0,227,8,0010100000,160,A,12,2
0,228,9,0011000000,192,B,12,2
0,229,6,0010000000,128,C,4,11
0,230,10,0010000000,128,D,4,12
0,231,5,0100000000,256,S,10,0
0,232,12,0011000000,192,A,18,8
0,233,3,0000000000,0,B,18,8
0,234,7,0010100000,160,C,19,9
0,235,7,0010000000,128,D,5,19
0,236,8,1110110000,944,S,12,2
0,237,4,0010000000,128,A,15,5
0,238,20,0010000010,130,B,8,8
0,239,20,0100100000,288,C,4,4
0,240,6,0010000110,134,D,5,13
0,241,6,1110000000,896,S,11,1
0,242,7,0010100000,160,A,15,5
0,243,6,0010000000,128,B,19,9
0,244,1,0010100000,160,C,11,1
0,245,14,0100000100,260,D,14,4
0,246,7,1110100000,928,S,3,12
0,247,5,0010100000,160,A,19,9
0,248,6,0000100000,32,B,2,11
0,249,6,0000100000,32,C,10,0
0,250,15,0011000110,198,D,4,12
0,251,14,0100000100,260,S,10,0
0,252,3,0011100000,224,A,14,4
0,253,4,0010000000,128,B,19,9
0,254,4,0011000000,192,C,4,11
0,255,14,0100000100,260,D,15,5
0,256,8,0100100000,288,S,2,13
0,257,7,0010000000,128,A,18,8
0,258,10,0010010000,144,B,19,9
0,259,12,0010100000,160,C,4,11
0,260,5,0010000000,128,D,4,12
0,261,7,1110110000,944,S,13,3
0,262,10,0100100000,288,A,14,4
0,263,5,0010000000,128,B,19,9
0,264,6,0010000000,128,C,4,11
0,265,9,0100000100,260,D,14,4
0,266,11,0100100000,288,S,2,10
0,267,11,0010100000,160,A,14,4
0,268,5,0000110000,48,B,2,18
0,269,12,0010100000,160,C,10,0
0,270,7,0000000000,0,D,14,4
0,271,8,1100000000,768,S,12,2
0,272,7,0010000000,128,A,18,8
0,273,12,0010000000,128,B,11,1
0,274,12,0100100000,288,C,16,6
0,275,9,0010000000,128,D,4,19
0,276,14,1010000001,641,S,4,10
0,277,9,0010000000,128,A,18,8
0,278,18,0001000100,68,B,12,2
0,279,4,0010000001,129,C,4,18
0,280,5,0010000000,128,D,4,12
0,281,5,0100100000,288,S,3,15
0,282,13,0011000000,192,A,18,8
0,283,8,1000000010,514,B,17,7
0,284,6,0000100010,34,C,1,16
0,285,20,0100100000,288,D,2,5
0,286,6,1110000000,896,S,14,4
0,287,3,0010110000,176,A,13,3
0,288,5,0000100000,32,B,2,19
0,289,8,0000100010,34,C,1,11
0,290,9,0010000000,128,D,4,18
0,291,5,1110000000,896,S,11,1
0,292,7,0011100000,224,A,11,1
0,293,7,0000000110,6,B,19,9
0,294,5,0010000000,128,C,4,19
0,295,9,0000000010,2,D,19,9
0,296,3,0100100000,288,S,2,11
0,297,5,0010100000,160,A,12,2
0,298,7,0010000010,130,B,18,8
0,299,20,1011110000,752,C,5,4
0,300,20,0100100001,289,D,2,4
0,301,5,1100000000,768,S,10,0
0,302,6,0010110000,176,A,13,3
0,303,9,0000100010,34,B,2,18
0,304,20,0000100000,32,C,4,4
0,305,5,0000100010,34,D,2,18
0,306,11,0100100000,288,S,2,14
0,307,8,0010110000,176,A,18,8
0,308,13,0011000000,192,B,18,8
0,309,14,0010100000,160,C,18,8
0,310,7,0000000110,6,D,14,4
0,311,6,0100100010,290,S,3,11
0,312,7,0001100000,96,A,10,0
0,313,8,0000100010,34,B,2,10
0,314,20,0100100000,288,C,4,4
0,315,17,0100100000,288,D,2,15
0,316,4,0010000000,128,S,4,10
0,317,7,0010000000,128,A,19,9
0,318,9,0010100000,160,B,2,12
0,319,12,1000000010,514,C,17,7
0,320,10,0100100000,288,D,3,15
0,321,9,0010000000,128,S,5,13
0,322,4,0010100000,160,A,10,0
0,323,17,0000100000,32,B,2,18
0,324,5,0000100000,32,C,10,0
0,325,6,0000100000,32,D,2,18
0,326,3,0100000000,256,S,16,6
0,327,13,0101000000,320,A,15,5
0,328,7,0000110000,48,B,2,18
0,329,10,0011000000,192,C,5,18
0,330,6,0000000110,6,D,18,8
0,331,5,0010000000,128,S,4,10
0,332,6,0010110000,176,A,18,8
0,333,9,0010110000,176,B,12,2
0,334,2,0000100000,32,C,11,1
0,335,20,0000000100,4,D,9,9
0,336,6,0000100000,32,S,3,11
0,337,17,0010000001,129,A,11,1
0,338,4,0010000000,128,B,18,8
0,339,5,0000100010,34,C,0,11
0,340,12,0100100000,288,D,2,14
0,341,13,0100100000,288,S,2,14
0,342,6,0010100000,160,A,15,5
0,343,7,0000100000,32,B,2,18
0,344,5,0101100000,352,C,10,0
0,345,6,0000000100,4,D,15,5
0,346,4,1100000000,768,S,10,0
0,347,7,0010000000,128,A,19,9
0,348,10,0010000001,129,B,11,1
0,349,3,0000100000,32,C,16,6
0,350,7,0000000010,2,D,18,8
0,351,5,1110000000,896,S,14,4
0,352,11,0011000000,192,A,18,8
0,353,13,0010110000,176,B,12,2
0,354,4,0000100010,34,C,11,1
0,355,6,0000000010,2,D,19,9
0,356,20,0000000001,1,S,1,1
0,357,6,0000100000,32,A,11,1
0,358,11,0000100010,34,B,3,18
0,359,7,0011000000,192,C,4,10
0,360,10,0010000110,134,D,5,18
0,361,5,1100000000,768,S,11,1
0,362,6,0010100000,160,A,14,4
0,363,12,0010100000,160,B,2,12
0,364,5,0010000000,128,C,4,19
0,365,3,0000000000,0,D,18,8
0,366,2,0000000000,0,S,10,0
0,367,8,0010100000,160,A,14,4
0,368,5,0000100000,32,B,2,10
0,369,5,0010100000,160,C,15,5
0,370,20,0100000100,260,D,5,5
0,371,4,1110000000,896,S,11,1
0,372,6,0010100000,160,A,19,9
0,373,8,0000110000,48,B,3,19
0,374,16,1000000010,514,C,16,6
0,375,6,0001000000,64,D,18,8
0,376,5,0100100000,288,S,2,12
0,377,3,0010000000,128,A,18,8
0,378,6,0010000010,130,B,19,9
0,379,4,0010000000,128,C,5,14
0,380,9,1001000000,576,D,13,3
0,381,4,0100100000,288,S,3,12
0,382,7,0010110000,176,A,18,8
0,383,9,0010000000,128,B,18,8
0,384,5,0000100000,32,C,10,0
0,385,9,0000000100,4,D,18,8
0,386,9,0010100000,160,S,12,2
0,387,10,0010100000,160,A,15,5
0,388,11,0010100000,160,B,2,12
0,389,11,0000000100,4,C,10,0
0,390,10,1000100010,546,D,2,18
0,391,6,1010000000,640,S,4,11
0,392,10,0100100000,288,A,15,5
0,393,11,0011000000,192,B,12,2
0,394,8,0000100000,32,C,10,0
0,395,20,0100100000,288,D,2,4
0,396,10,1110100000,928,S,2,11
0,397,8,0010000000,128,A,19,9
0,398,5,0000110000,48,B,2,18
0,399,7,0010100000,160,C,15,5
0,400,5,0010000000,128,D,5,19
0,401,6,1111110000,1008,S,13,3
0,402,5,0010100000,160,A,19,9
0,403,20,0010000000,128,B,3,3
0,404,6,0010000000,128,C,4,18
0,405,8,0000100000,32,D,2,18
0,406,20,1010000001,641,S,4,1
0,407,8,0010100000,160,A,18,8
0,408,20,0010000010,130,B,3,3
0,409,20,0011110000,240,C,5,6
0,410,13,0000100000,32,D,3,14
0,411,11,0010000000,128,S,4,11
0,412,5,0010100000,160,A,18,8
0,413,20,0001000100,68,B,3,3
0,414,7,1000000000,512,C,17,7
0,415,10,0010000100,132,D,5,15
0,416,3,1100000000,768,S,14,4
0,417,9,0010100000,160,A,13,3
0,418,5,0010110000,176,B,13,3
0,419,2,0000100000,32,C,10,0
0,420,9,0010000110,134,D,19,9
0,421,3,1110000000,896,S,11,1
0,422,10,0010000010,130,A,18,8
0,423,10,0010100000,160,B,2,12
0,424,6,1001100010,610,C,17,7
0,425,12,0100000100,260,D,14,4
0,426,6,0010000000,128,S,4,10
0,427,7,0010100000,160,A,19,9
0,428,7,0010000000,128,B,18,8
0,429,6,0010000000,128,C,5,18
0,430,10,0000000100,4,D,19,9
0,431,5,1110000000,896,S,16,6
0,432,10,0100100000,288,A,14,4
0,433,6,0010000010,130,B,18,8
0,434,1,0000100000,32,C,16,6
0,435,15,0011000000,192,D,4,12
0,436,8,0110000000,384,S,4,11
0,437,4,0001100000,96,A,18,8
0,438,5,0000100000,32,B,3,19
0,439,6,0000100010,34,C,1,10
0,440,7,0000000000,0,D,19,9
0,441,7,1100100000,800,S,3,13
0,442,10,0010000010,130,A,19,9
0,443,14,0011000010,194,B,18,8
0,444,4,0000100000,32,C,18,8
0,445,6,0000100000,32,D,2,19
0,446,6,0100100000,288,S,2,15
0,447,7,0010100000,160,A,15,5
0,448,20,0011000000,192,B,3,3
0,449,7,0000100010,34,C,10,0
0,450,8,0000000100,4,D,18,8
0,451,3,1110000000,896,S,10,0
0,452,2,0010000000,128,A,14,4
0,453,10,0010000000,128,B,19,9
0,454,4,0011100000,224,C,14,4
0,455,9,0011000000,192,D,4,13
0,456,8,1110000000,896,S,10,0
0,457,3,0010100000,160,A,12,2
0,458,6,0010110000,176,B,19,9
0,459,6,0010100000,160,C,19,9
0,460,7,0010000100,132,D,4,14
0,461,7,0100100010,290,S,3,12
0,462,3,0000100000,32,A,10,0
0,463,20,0011000000,192,B,3,3
0,464,3,0010000100,132,C,1,10
0,465,10,0000100010,34,D,2,18
0,466,6,1110000000,896,S,13,3
0,467,8,0010000000,128,A,19,9
0,468,14,0010000001,129,B,10,0
0,469,2,0000100000,32,C,11,1
0,470,6,0010000000,128,D,5,19
0,471,4,0010000000,128,S,5,11
0,472,7,0010100000,160,A,18,8
0,473,9,0010000010,130,B,19,9
0,474,3,0011100000,224,C,11,1
0,475,10,0100000100,260,D,14,4
0,476,4,1110000000,896,S,12,2
0,477,4,0010000000,128,A,10,0
0,478,20,0010000010,130,B,9,3
0,479,14,0100100000,288,C,14,4
0,480,7,0000100000,32,D,2,18
0,481,6,1110000000,896,S,13,3
0,482,7,0011000010,194,A,18,8
0,483,5,0010100000,160,B,2,12
0,484,8,1101100000,864,C,11,1
0,485,8,0000000110,6,D,19,9
0,486,5,0101100000,352,S,2,15
0,487,8,0000100010,34,A,1,11
0,488,8,0000100000,32,B,2,18
0,489,6,0011100000,224,C,11,1
0,490,7,0010000000,128,D,4,19
0,491,3,1110000000,896,S,11,1
0,492,14,0100100000,288,A,14,4
0,493,6,0010000010,130,B,17,7
0,494,3,0101100000,352,C,10,0
0,495,3,0000000000,0,D,19,9
0,496,7,0010000000,128,S,4,10
0,497,6,0000100000,32,A,19,9
0,498,20,0010000001,129,B,1,1
0,499,5,0000100010,34,C,18,8
0,500,6,0000000100,4,D,19,9
0,501,4,0010000000,128,S,4,13
0,502,7,0010100010,162,A,19,9
0,503,9,0010000000,128,B,18,8
0,504,6,0000000101,5,C,18,8
0,505,6,0000000110,6,D,18,8
0,506,7,1110000000,896,S,13,3
0,507,6,0010100000,160,A,19,9
0,508,9,0000100000,32,B,2,18
0,509,15,0100100000,288,C,14,4
0,510,20,0100000000,256,D,4,4
0,511,2,0100000000,256,S,15,5
0,512,16,0011000000,192,A,18,8
0,513,7,0010000010,130,B,18,8
0,514,4,0011000000,192,C,5,15
0,515,20,0101000100,324,D,5,3
0,516,16,1100000000,768,S,12,2
0,517,7,0010110000,176,A,12,2
0,518,6,0010000000,128,B,19,9
0,519,3,0101100000,352,C,14,4
0,520,13,0000100000,32,D,3,14
0,521,6,0100100010,290,S,3,10
0,522,8,0010100000,160,A,19,9
0,523,6,0000100000,32,B,2,19
0,524,20,0010110000,176,C,4,5
0,525,10,0000100000,32,D,3,19
0,526,6,0100100010,290,S,2,11
0,527,17,0011000000,192,A,13,3
0,528,6,0000100000,32,B,2,11
0,529,4,0010000000,128,C,5,10
0,530,8,0010000100,132,D,4,13
0,531,6,0010000000,128,S,4,11
0,532,16,0010000001,129,A,10,0
0,533,5,0010000010,130,B,11,1
0,534,4,0010000000,128,C,4,10
0,535,11,0100100000,288,D,2,14
0,536,12,0100000100,260,S,17,7
0,537,10,0010100010,162,A,18,8
0,538,15,0011000000,192,B,19,9
0,539,19,0100100000,288,C,15,5
0,540,7,0000110000,48,D,3,18
0,541,4,0010000000,128,S,4,13
0,542,7,0010100000,160,A,14,4
0,543,7,0010000001,129,B,11,1
0,544,4,0010000001,129,C,4,18
0,545,16,0001000000,64,D,18,8
0,546,4,0010000000,128,S,4,10
0,547,8,0011000000,192,A,18,8
0,548,8,0011000000,192,B,19,9
0,549,5,0011000000,192,C,4,10
0,550,6,0000000110,6,D,19,9
0,551,8,0010000000,128,S,4,11
0,552,7,0010100000,160,A,18,8
0,553,9,0010000000,128,B,13,3
0,554,14,0100100000,288,C,10,0
0,555,10,0000100000,32,D,2,19
0,556,8,1110000000,896,S,14,4
0,557,6,0010110000,176,A,19,9
0,558,9,0000100000,32,B,3,18
0,559,2,0010000000,128,C,4,14
0,560,16,0100000100,260,D,15,5
0,561,12,0000100000,32,S,3,11
0,562,7,0010000000,128,A,18,8
0,563,7,0000100000,32,B,2,19
0,564,6,1101100000,864,C,14,4
0,565,13,0011000110,198,D,4,12
0,566,5,0100100000,288,S,3,14
0,567,20,0100000000,256,A,5,5
0,568,6,0010000000,128,B,19,9
0,569,20,0100100000,288,C,5,5
0,570,12,0100000100,260,D,15,5
0,571,5,1100000000,768,S,12,2
0,572,8,0010000000,128,A,19,9
0,573,7,0000100000,32,B,3,19
0,574,5,0010000000,128,C,5,10
0,575,6,0000000000,0,D,18,8
0,576,3,0010000000,128,S,4,10
0,577,9,0100100000,288,A,14,4
0,578,8,0010010000,144,B,12,2
0,579,20,0100100000,288,C,4,4
0,580,10,0010110000,176,D,6,13
0,581,7,1110000000,896,S,10,0
0,582,5,0010000000,128,A,11,1
0,583,8,0000000110,6,B,18,8
0,584,12,0011000000,192,C,5,18
0,585,12,0010000000,128,D,4,18
0,586,5,0100100000,288,S,2,10
0,587,5,0000100000,32,A,18,8
0,588,8,0011000000,192,B,12,2
0,589,20,1011110000,752,C,4,4
0,590,8,0010000110,134,D,5,19
0,591,9,1101100010,866,S,3,12
0,592,8,0011000000,192,A,19,9
0,593,6,0010000010,130,B,19,9
0,594,3,0011100000,224,C,11,1
0,595,8,0100100000,288,D,2,14
0,596,5,1110000000,896,S,11,1
0,597,6,0011000000,192,A,18,8
0,598,13,0010100000,160,B,2,18
0,599,5,0010000000,128,C,4,11
0,600,7,0010000000,128,D,4,19
0,601,8,0100100010,290,S,3,10
0,602,5,0010000000,128,A,11,1
0,603,5,0010000000,128,B,10,0
0,604,13,0010000000,128,C,5,10
0,605,7,0000100000,32,D,3,18
0,606,11,1110000000,896,S,11,1
0,607,19,0100100000,288,A,14,4
0,608,11,0011000000,192,B,18,8
0,609,5,0000100010,34,C,10,0
0,610,8,0000100000,32,D,2,12
0,611,3,0000000000,0,S,10,0
0,612,7,0010100000,160,A,19,9
0,613,7,0010110000,176,B,13,3
0,614,4,0000100000,32,C,16,6
0,615,6,0010000100,132,D,5,15
0,616,4,1100000000,768,S,15,5
0,617,5,0000100000,32,A,10,0
0,618,10,0000100000,32,B,3,18
0,619,18,0100100000,288,C,15,5
0,620,6,0000000000,0,D,18,8
0,621,9,1001100010,610,S,1,11
0,622,4,0010110000,176,A,12,2
0,623,6,0000100000,32,B,2,19
0,624,7,1101100010,866,C,11,1
0,625,4,0010000110,134,D,14,4
0,626,10,0100100000,288,S,2,15
0,627,5,0010100000,160,A,18,8
0,628,6,0010100010,162,B,12,2
0,629,5,0000100000,32,C,11,1
0,630,7,0000100010,34,D,2,18
0,631,6,1100000000,768,S,11,1
0,632,16,0011000000,192,A,13,3
0,633,10,0011000000,192,B,18,8
0,634,3,0000100000,32,C,11,1
0,635,5,0010000110,134,D,15,5
0,636,20,0110000001,385,S,0,0
0,637,5,0010100000,160,A,14,4
0,638,15,0000100000,32,B,2,18
0,639,5,0010100000,160,C,11,1
0,640,4,0010000110,134,D,14,4
0,641,4,0000000000,0,S,10,0
0,642,14,0100100000,288,A,15,5
0,643,6,0000100000,32,B,2,18
0,644,7,0011100000,224,C,19,9
0,645,3,0000000100,4,D,15,5
0,646,6,0100100000,288,S,2,14
0,647,5,0000100010,34,A,19,9
0,648,5,0010110000,176,B,12,2
0,649,14,0010100000,160,C,10,0
0,650,11,0011000000,192,D,4,18
0,651,5,1101100000,864,S,2,13
0,652,5,0000100000,32,A,18,8
0,653,7,0010000010,130,B,18,8
0,654,14,0010000000,128,C,4,10
0,655,20,0100100000,288,D,2,4
0,656,6,0100100000,288,S,3,11
0,657,2,0010000000,128,A,10,0
0,658,7,0011000000,192,B,18,8
0,659,4,0011000000,192,C,4,18
0,660,6,0000000100,4,D,18,8
0,661,7,1110100000,928,S,10,0
0,662,9,0010100000,160,A,12,2
0,663,13,0010110000,176,B,19,9
0,664,6,0011100000,224,C,14,4
0,665,12,0010110000,176,D,6,12
0,666,3,0100100000,288,S,2,15
0,667,2,0001100000,96,A,10,0
0,668,7,0010000000,128,B,19,9
0,669,5,0010000001,129,C,4,18
0,670,5,0000100000,32,D,3,19
0,671,5,0100100000,288,S,2,10
0,672,5,0010100000,160,A,19,9
0,673,6,0010000000,128,B,13,3
0,674,4,0010000000,128,C,4,10
0,675,7,0000000110,6,D,19,9
0,676,5,1100100000,800,S,2,11
0,677,17,0011000000,192,A,12,2
0,678,8,0000100000,32,B,3,18
0,679,2,0000100010,34,C,1,10
0,680,8,0010000010,130,D,4,18
0,681,7,0010000001,129,S,4,10
0,682,5,0000100000,32,A,18,8
0,683,7,0000100000,32,B,2,18
0,684,9,1101100000,864,C,11,1
0,685,15,0100000100,260,D,14,4
0,686,3,0100100000,288,S,3,12
0,687,17,0011000000,192,A,19,9
0,688,6,0000100000,32,B,2,18
0,689,8,0010000001,129,C,4,18
0,690,8,1001000010,578,D,12,2
0,691,7,0100100010,290,S,3,10
0,692,6,0011100000,224,A,11,1
0,693,10,1001000000,576,B,16,6
0,694,6,0000100000,32,C,11,1
0,695,8,0010110000,176,D,6,19
0,696,5,0100100000,288,S,3,12
0,697,6,0010000000,128,A,19,9
0,698,11,0000100000,32,B,3,18
0,699,2,0010000000,128,C,4,15
0,700,5,0010000000,128,D,4,19
0,701,4,0100000000,256,S,15,5
0,702,8,0010100000,160,A,14,4
0,703,6,0010000010,130,B,19,9
0,704,10,0000100010,34,C,0,18
0,705,4,0000100000,32,D,2,19
0,706,5,1110000000,896,S,14,4
0,707,20,0011000010,194,A,3,3
0,708,6,0010000000,128,B,19,9
0,709,5,0101100000,352,C,17,7
0,710,20,0011000010,194,D,2,2
0,711,3,0010000000,128,S,4,10
0,712,6,0010100000,160,A,18,8
0,713,6,0010110000,176,B,19,9
0,714,5,0010100000,160,C,10,0
0,715,8,0010000000,128,D,4,18
0,716,9,0100100000,288,S,3,14
0,717,9,0010000001,129,A,11,1
0,718,6,0010000010,130,B,19,9
0,719,13,0100100000,288,C,14,4
0,720,10,0000100000,32,D,3,18
0,721,3,1110000000,896,S,14,4
0,722,13,0010000001,129,A,10,0
0,723,9,0000100010,34,B,3,18
0,724,15,0010100000,160,C,15,5
0,725,20,0011000110,198,D,2,2
0,726,6,1100100000,800,S,2,15
0,727,8,0010100000,160,A,19,9
0,728,13,0010110000,176,B,10,0
0,729,3,0010000001,129,C,4,14
0,730,10,0010010000,144,D,13,3
0,731,4,0100100000,288,S,2,14
0,732,7,0010000010,130,A,11,1
